affirmation,power
affirmative,weakness
afflict,weakness
affliction,weakness
afflictive,power
affluence,weakness
affluent,weakness
afford,weakness
affordable,weakness
affright,fear
affront,power
afloat,weakness
afraid,fear
afraid,power
against,weakness
aggrav,anger
aggravate,anger
aggravate,power
aggravated,anger
aggravating,power
aggravation,anger
aggravation,power
aggress,anger
aggression,anger
aggression,power
aggressive,anger
aggressive,power
aggressiveness,anger
aggressiveness,power
aggressor,power
aggriev,sadness
aggrieve,sadness
aggrieve,power
aggrieved,power
aghast,power
agile,weakness
agilely,weakness
agility,weakness
agitate,power
agitated,power
agitation,power
agitator,power
agonies,power
agonize,power
agonizing,power
agonizingly,power
agony,power
agree,power
agreeability,power
agreeable,weakness
agreeable,power
agreeableness,power
agreeably,power
agreement,weakness
ail,weakness
ailment,weakness
aimless,power
airs,weakness
alarm,fear
alarm,weakness
alarmed,fear
alarmed,power
alarming,power
alarmingly,power
alas,power
alert,fear
alienate,weakness
alienated,weakness
alienation,weakness
allay,power
allegation,power
allegations,power
allege,weakness
allergic,weakness
alleviate,weakness
allow,weakness
allowable,weakness
allure,power
alluring,power
alluringly,power
ally,power
almighty,power
aloof,power
altercation,weakness
although,weakness
altruist,power
altruistic,power
altruistically,power
amat,happiness
amative,happiness
amatori,happiness
amatory,happiness
amaz,surprise
amaze,surprise
amaze,power
amazed,surprise
amazed,power
amazement,surprise
amazement,power
amazing,surprise
amazing,power
amazingly,surprise
amazingly,power
ambiguity,power
ambiguous,power
ambitious,weakness
ambitiously,weakness
ambivalence,power
ambivalent,power
ambush,weakness
ameliorate,power
amenable,power
amenity,weakness
amiability,power
amiabily,power
amiable,power
amic,happiness
amicability,happiness
amicability,power
amicable,happiness
amicable,power
amicableness,happiness
amicably,happiness
amicably,power
amiss,power
amity,weakness
amnesty,weakness
amok,anger
amor,happiness
amorous,happiness
amorousness,happiness
amour,power
ample,weakness
amply,weakness
amputate,weakness
amuck,anger
amuse,power
amusement,power
amusing,power
amusingly,power
anarchism,power
anarchist,power
anarchistic,power
anarchy,power
anemic,weakness
angel,weakness
angelic,power
anger,anger
anger,power
angered,anger
angri,anger
angrili,anger
angrily,anger
angrily,power
angriness,power
angry,anger
angry,power
anguish,power
animated,weakness
animos,anger
animosity,anger
animosity,power
animus,anger
annihilate,power
annihilation,power
annoy,anger
annoy,power
annoyance,anger
annoyance,power
annoyed,anger
annoyed,power
annoying,anger
annoying,power
annoyingly,power
anomalous,weakness
anomaly,weakness
antagon,anger
antagonism,anger
antagonism,power
antagonist,weakness
antagonistic,power
antagonize,power
anti,power
antiAmerican,power
anticip,happiness
anticipate,happiness
anticipation,happiness
antiIsraeli,power
antioccupation,power
antipathy,power
antiproliferation,power
antiquated,power
antiSemites,power
antisocial,power
antithetical,power
antiUS,power
antiwhite,power
anxieties,power
anxiety,power
anxious,fear
anxious,power
anxiously,fear
anxiously,power
anxiousness,power
apathetic,power
apathetically,power
apathy,power
ape,power
apocalypse,power
apocalyptic,power
apologist,power
apologists,power
apostle,power
apotheosis,power
appal,fear
appal,power
appall,fear
appall,power
appalled,power
appalling,power
appallingly,power
appeal,weakness
appealing,power
appease,weakness
applaud,power
appreci,happiness
appreciable,weakness
appreciate,power
appreciated,happiness
appreciation,power
appreciative,power
appreciatively,power
appreciativeness,power
apprehens,fear
apprehension,fear
apprehension,power
apprehensions,power
apprehensive,fear
apprehensive,power
apprehensively,fear
apprehensively,power
apprehensiveness,fear
approb,happiness
approbative,happiness
approbatori,happiness
approbatory,happiness
appropriate,weakness
approv,happiness
approval,happiness
approval,weakness
approve,happiness
approve,weakness
approved,happiness
approving,happiness
apt,weakness
aptitude,weakness
aptly,weakness
arbitrary,power
arcane,power
archaic,power
ardent,power
ardently,power
ardor,happiness
ardor,power
ardour,happiness
arduous,power
arduously,power
argue,power
argument,weakness
argumentative,power
arguments,weakness
aristocratic,weakness
arousal,power
arouse,power
arousing,power
arresting,power
arrogance,power
arrogant,power
arrogantly,power
articulate,power
artificial,weakness
ascendant,power
ascertainable,power
ashamed,power
asinine,power
asininely,power
asinininity,power
askance,power
asperse,power
aspersion,power
aspersions,power
aspiration,power
aspirations,power
aspire,power
assail,weakness
assassin,power
assassinate,weakness
assault,weakness
assent,power
assertions,power
assertive,weakness
asset,weakness
assiduous,power
assiduously,power
assuage,weakness
assurance,weakness
assurances,weakness
assure,power
assuredly,power
astoni,surprise
astonied,surprise
astonish,surprise
astonish,power
astonished,surprise
astonished,power
astonishing,surprise
astonishing,power
astonishingly,surprise
astonishingly,power
astonishment,surprise
astonishment,power
astound,surprise
astound,power
astounded,surprise
astounded,power
astounding,surprise
astounding,power
astoundingly,power
astray,weakness
astute,power
astutely,power
asunder,power
asylum,weakness
atroci,fear
atrocious,fear
atrocious,power
atrocities,power
atrocity,power
atrophy,power
attach,happiness
attachment,happiness
attack,weakness
attain,weakness
attainable,weakness
attentive,power
attest,power
attraction,power
attractive,power
attractively,power
attrit,sadness
attrition,sadness
attune,weakness
audacious,power
audaciously,power
audaciousness,power
audacity,power
auspicious,power
austere,power
authentic,weakness
authoritarian,weakness
authoritative,weakness
autocrat,power
autocratic,power
autonomous,weakness
avalanche,power
avarice,power
avarici,anger
avaricious,anger
avaricious,power
avariciously,power
avenge,power
aver,power
averse,power
aversion,power
avid,happiness
avid,power
avidity,happiness
avidly,power
avidness,happiness
avoid,weakness
avoidance,weakness
aw,fear
aw,surprise
award,weakness
awe,surprise
awe,power
awed,surprise
awed,power
awesome,power
awesomely,power
awesomeness,power
awestricken,surprise
awestruck,surprise
awestruck,power
awful,fear
awful,surprise
awful,power
awfully,fear
awfully,power
awfulness,power
awkward,power
awkwardness,power
ax,power
babble,power
back,weakness
backbite,power
backbiting,power
backbone,weakness
backward,power
backwardness,power
bad,sadness
bad,power
bad_blood,anger
bad_temp,anger
bad_temper,anger
badly,power
baffl,anger
baffl,surprise
baffle,surprise
baffle,power
baffled,anger
baffled,power
bafflement,power
baffling,power
bait,power
balanced,weakness
balk,anger
balk,power
balked,anger
banal,power
banalize,power
bane,power
bang,happiness
banish,power
banishment,power
bankrupt,weakness
banter,happiness
bar,weakness
barbarian,power
barbaric,power
barbarically,power
barbarity,power
barbarous,power
barbarously,power
barely,weakness
bargain,power
barrack,happiness
barren,power
baseless,power
bash,fear
bashful,power
bashfully,fear
basic,weakness
bask,weakness
bastard,power
battered,weakness
battering,weakness
battle,weakness
battlefield,weakness
battleground,power
battlelines,power
batty,power
be_on_cloud_nin,happiness
be_on_cloud_nine,happiness
beacon,weakness
beam,happiness
beaming,happiness
bearish,weakness
beast,power
beastly,power
beat,surprise
beatify,power
beauteous,power
beautiful,power
beautifully,power
beautify,power
beauty,power
becharm,happiness
bedevil,anger
bedlam,power
bedlamite,power
befit,power
befitting,power
befoul,power
befriend,power
beg,power
beggar,weakness
beggarly,power
begging,power
begrudg,anger
begrudge,anger
begrudging,anger
beguil,happiness
beguile,happiness
beguile,power
beguiled,happiness
belabor,power
belated,weakness
beleaguer,power
belie,power
believable,power
belittle,power
belittled,power
belittling,power
bellicose,power
belliger,anger
belligerence,anger
belligerence,power
belligerency,anger
belligerent,anger
belligerent,power
belligerently,anger
belligerently,power
belong,happiness
belonging,happiness
beloved,power
bemoan,power
bemoaning,power
bemused,power
benef,happiness
benefactor,weakness
benefic,happiness
beneficed,happiness
beneficence,happiness
beneficent,happiness
beneficent,power
benefici,happiness
beneficial,weakness
beneficial,power
beneficially,happiness
beneficially,power
beneficiary,power
benefit,weakness
benefits,weakness
benevol,happiness
benevolence,happiness
benevolence,power
benevolent,happiness
benevolent,power
benevolently,happiness
benign,weakness
bent,weakness
berate,power
bereav,sadness
bereave,power
bereaved,sadness
bereavement,power
bereft,sadness
bereft,power
berserk,power
beseech,power
beset,weakness
besiege,weakness
besmirch,power
besot,surprise
best,power
bestial,power
bestknown,power
bestperforming,power
bestselling,weakness
betray,power
betrayal,power
betrayals,power
betrayer,power
better,power
better,weakness
betterknown,power
betterthanexpected,power
bewail,power
beware,weakness
bewild,surprise
bewilder,surprise
bewilder,power
bewildered,power
bewildering,power
bewilderingly,power
bewilderment,power
bewitch,happiness
bewitch,power
bewitching,happiness
bias,power
biased,power
biases,power
bicker,power
bickering,power
bidrigging,weakness
bitch,power
bitchy,power
biting,power
bitingly,power
bitter,anger
bitter,power
bitterly,power
bitterness,anger
bitterness,power
bizarre,power
blab,power
blabber,power
black,weakness
blackmail,weakness
blah,power
blame,power
blameless,power
blameworthy,power
bland,power
blandish,power
blaspheme,power
blasphemous,power
blasphemy,power
blast,weakness
blasted,power
blatant,power
blatantly,power
blather,power
bleak,power
bleakly,power
bleakness,power
bleed,weakness
blemish,weakness
bless,power
blessing,power
blind,weakness
blinding,power
blindingly,power
blindness,weakness
blindside,power
bliss,power
blissful,power
blissfully,power
blister,power
blistering,power
blith,happiness
blithe,power
blithely,happiness
blitheness,happiness
bloated,power
block,weakness
blockhead,power
blood,weakness
bloodshed,power
bloodthirsty,power
bloody,weakness
bloom,weakness
blossom,weakness
blow,weakness
blue,sadness
blue_devil,sadness
blue_devils,sadness
blunder,power
blundering,power
blunders,power
blunt,power
blur,weakness
blurt,power
boast,power
boast,power
boastful,power
bode,fear
boding,fear
boggle,power
bogus,power
boil,power
boiling,power
boisterous,power
bold,power
boldly,power
boldness,power
bolster,power
bomb,weakness
bombard,weakness
bombardment,power
bombastic,power
bondage,power
bonheur,happiness
bonkers,power
bonny,power
bonus,weakness
boom,weakness
booming,weakness
boost,weakness
bore,sadness
bore,power
bored,sadness
boredom,power
boring,power
botch,power
bother,anger
bother,power
bothersom,anger
bothersome,anger
bothersome,power
boundless,power
bountiful,power
bowdlerize,power
boycott,weakness
brag,power
braggart,power
bragger,power
brains,power
brainwash,power
brainy,power
brash,power
brashly,power
brashness,power
brat,power
bravado,power
brave,power
bravery,power
brazen,power
brazenly,power
brazenness,power
breach,weakness
break,weakness
breakdown,weakness
breakpoint,power
breakthrough,weakness
breakthroughs,weakness
breathlessness,power
breathtaking,power
breathtakingly,power
bright,weakness
brighten,weakness
brightness,weakness
brilliance,weakness
brilliant,power
brilliantly,power
brimstone,power
brisk,weakness
bristle,power
brittle,weakness
broad,weakness
broke,weakness
brokenhearted,sadness
brokenhearted,power
brokenheartedness,sadness
brood,anger
brood,power
brook,power
brother,happiness
brotherhood,happiness
brotherlik,happiness
brotherlike,happiness
brotherly,happiness
brotherly,weakness
browbeat,power
browbeaten,fear
bruise,weakness
brusque,power
brutal,power
brutalising,power
brutalities,power
brutality,power
brutalize,power
brutalizing,power
brutally,power
brute,power
brutish,power
buckle,weakness
bug,weakness
bulky,weakness
bull,weakness
bulli,fear
bullied,fear
bullies,power
bullish,weakness
bully,power
bullyingly,power
bum,weakness
bumpy,weakness
bungle,power
bungler,power
bunk,weakness
buoyanc,happiness
buoyancy,happiness
buoyant,weakness
burden,power
burdensome,power
burdensomely,power
burn,power
busy,weakness
busybody,power
butcher,weakness
butchery,power
byzantine,power
cackle,power
cajole,power
calamities,power
calamitous,power
calamitously,power
calamity,power
calf_lov,happiness
calf_love,happiness
callous,power
calm,weakness
calming,power
calmness,weakness
calumniate,power
calumniation,power
calumnies,power
calumnious,power
calumniously,power
calumny,power
cancer,weakness
cancerous,weakness
candid,power
candor,power
cannibal,power
cannibalize,power
capability,weakness
capable,weakness
capably,weakness
capitalize,weakness
capitulate,weakness
capricious,power
capriciously,power
capriciousness,power
capsize,weakness
captiv,happiness
captivate,happiness
captivate,power
captivated,happiness
captivating,happiness
captivating,power
captivation,happiness
captivation,power
captive,weakness
captur,happiness
capture,happiness
care,happiness
care,weakness
carefre,happiness
carefree,happiness
carefree,power
carefreeness,happiness
careful,weakness
careless,power
carelessness,power
caricature,power
caring,happiness
carnage,power
carp,power
cartoon,weakness
cartoonish,power
cashstrapped,weakness
cast_down,sadness
castigate,power
casualty,weakness
cataclysm,power
cataclysmal,power
cataclysmic,power
cataclysmically,power
catalyst,power
catastrophe,power
catastrophes,power
catastrophic,power
catastrophically,power
catch,happiness
catchy,power
caustic,power
caustically,power
cautionary,power
cautious,weakness
cave,weakness
celebrate,power
celebrated,power
celebration,power
celebratory,power
celebrity,weakness
censure,power
chafe,anger
chafe,power
chaff,happiness
chaff,power
chagrin,power
challenge,weakness
challenging,weakness
champ,weakness
champion,weakness
chaos,power
chaotic,power
charg,happiness
charge,happiness
charisma,power
charismatic,power
charit,happiness
charitable,happiness
charitable,weakness
charity,weakness
charm,happiness
charm,power
charmed,happiness
charming,power
charmingly,power
chaste,power
chasten,power
chastise,power
chastisement,power
chatter,power
chatterbox,power
cheap,power
cheapen,power
cheat,power
cheater,power
cheer,happiness
cheer,power
cheer_up,happiness
cheerful,happiness
cheerful,power
cheerfully,happiness
cheerfulness,happiness
cheeri,happiness
cheering,happiness
cheerless,sadness
cheerless,power
cheerlessly,sadness
cheerlessness,sadness
cheery,happiness
cheery,power
cherish,power
cherished,power
cherub,power
chic,power
chide,power
childish,power
chill,fear
chill,weakness
chilling,fear
chilly,weakness
chirk_up,happiness
chit,power
chivalrous,power
chivalry,power
choke,weakness
choler,anger
choleric,anger
choppy,weakness
chore,weakness
chronic,weakness
chum,weakness
churn_up,disgust
civil,weakness
civility,power
civilization,weakness
civilize,weakness
clamor,weakness
clamorous,weakness
clarity,weakness
clash,weakness
class_feel,anger
class_feeling,anger
classic,weakness
clean,weakness
cleanliness,weakness
cleanse,weakness
clear,weakness
clearcut,power
clearer,power
clearly,power
clever,power
cliche,power
cliched,power
cliff-hang,fear
cliff-hang,happiness
cliff-hanging,fear
cliff-hanging,happiness
clique,weakness
clog,weakness
close,happiness
close,weakness
closeness,happiness
closeness,power
cloud,power
clout,power
clumsy,power
coarse,weakness
coax,power
cocky,power
coddle,weakness
coerce,power
coercion,power
coercive,power
cogent,power
cohere,weakness
coherence,power
coherent,weakness
cohesion,weakness
cohesive,weakness
cold,weakness
coldhearted,fear
coldheartedness,fear
coldly,power
collapse,weakness
collide,weakness
collude,power
collusion,power
colorful,weakness
colossal,weakness
combative,weakness
comeback,weakness
comedy,weakness
comely,power
comfort,happiness
comfort,weakness
comfortable,happiness
comfortable,weakness
comfortableness,happiness
comfortably,happiness
comfortably,weakness
comforting,happiness
comforting,power
comical,weakness
commend,happiness
commend,power
commendable,happiness
commendable,power
commendably,power
commensurate,weakness
commiserate,power
commitment,weakness
commodious,weakness
commonplace,weakness
commonsense,weakness
commonsensible,weakness
commonsensibly,weakness
commonsensical,weakness
commotion,power
compact,weakness
compassion,power
compassionate,power
compat,happiness
compatibility,happiness
compatible,happiness
compatible,weakness
compatibly,happiness
compel,power
compelling,power
compensate,power
competence,weakness
competency,weakness
competent,weakness
competitive,weakness
competitiveness,weakness
complac,happiness
complacence,happiness
complacency,happiness
complacent,happiness
complacent,power
complain,power
complaining,power
complaint,power
complaints,power
complement,power
complement,weakness
complex,weakness
compliant,power
complicate,weakness
complicated,weakness
complication,weakness
complicit,power
compliment,power
complimentary,power
comprehensive,weakness
compromise,weakness
compromises,weakness
compulsion,power
compulsive,power
compulsory,weakness
compunct,sadness
compunction,sadness
comrades,power
concede,power
conceit,power
conceited,power
conceivable,power
concern,happiness
concern,power
concern,weakness
concerned,power
concerns,power
concession,weakness
concessions,weakness
conciliate,power
conciliatory,power
conclusive,weakness
concrete,weakness
concur,power
condemn,power
condemnable,power
condemnation,power
condescend,power
condescending,power
condescendingly,power
condescension,power
condolence,power
condolences,power
condone,power
conducive,weakness
confer,weakness
confess,power
confession,power
confessions,power
confidence,power
confident,power
conflict,weakness
confound,weakness
confounded,weakness
confounding,weakness
confront,weakness
confrontation,power
confrontational,weakness
confuse,power
confused,power
confusing,power
confusion,power
confute,power
congenial,power
congested,weakness
congestion,weakness
congratul,happiness
congratulate,happiness
congratulate,power
congratulations,power
congratulatory,power
conquer,weakness
conscience,weakness
conscientious,power
consensus,power
consent,power
considerate,power
consistent,weakness
consol,happiness
console,happiness
console,weakness
conspicuous,power
conspicuously,power
conspiracies,weakness
conspiracy,weakness
conspirator,power
conspiratorial,power
conspire,power
constancy,power
constern,fear
consternation,fear
consternation,power
constrain,weakness
constraint,weakness
constructive,weakness
consume,weakness
consummate,power
contagious,weakness
contaminate,weakness
contamination,weakness
contemn,anger
contempt,power
contemptible,power
contemptuous,power
contemptuously,power
contend,power
content,happiness
content,power
content,weakness
contented,happiness
contention,power
contentious,power
contentment,happiness
contentment,power
continuity,weakness
contort,power
contortions,power
contradict,power
contradiction,power
contradictory,power
contrariness,power
contrary,power
contravene,power
contribution,weakness
contrit,sadness
contrite,sadness
contritely,sadness
contriteness,sadness
contrition,sadness
contrive,power
contrived,power
controversial,weakness
controversy,weakness
convenient,weakness
convenient,power
conveniently,power
conviction,weakness
convince,weakness
convincing,power
convincingly,power
convoluted,power
cooperate,weakness
cooperation,weakness
cooperation,weakness
cooperative,weakness
cooperatively,weakness
coping,weakness
cordial,weakness
cornerstone,power
correct,weakness
correctly,power
corrode,weakness
corrosion,weakness
corrosive,weakness
corrupt,power
corruption,power
costeffective,weakness
costly,weakness
costsaving,weakness
counterproductive,power
coupists,power
courage,power
courageous,power
courageously,power
courageousness,power
court,power
courteous,power
courtesy,power
courtly,power
covenant,weakness
covet,anger
covet,power
coveting,power
covetingly,power
covetous,anger
covetous,power
covetously,anger
covetously,power
covetousness,anger
cow,fear
cow,weakness
coward,power
cowardly,power
cowed,fear
cower,fear
cozy,power
crackdown,weakness
crafty,power
cramped,weakness
cranky,power
crass,power
crave,power
craven,power
cravenly,power
craving,power
crawl,fear
craze,power
crazily,power
craziness,power
crazy,power
creative,power
credence,power
credible,power
credulous,power
creep,fear
creeps,fear
crime,weakness
criminal,weakness
cring,fear
cringe,fear
cringe,power
cripple,power
crippling,power
crisis,weakness
crisp,weakness
critic,power
critical,power
criticism,power
criticisms,power
criticize,power
critics,power
crook,power
crooked,power
cross,power
crowded,weakness
crucifi,anger
crucify,anger
crude,weakness
cruel,fear
cruel,power
cruelli,fear
cruelly,fear
cruelti,fear
cruelties,power
cruelty,fear
cruelty,power
crumble,weakness
crumple,weakness
crusade,power
crusader,power
crush,happiness
crush,weakness
crushing,weakness
cry,power
culpable,power
cumbersome,power
cuplrit,power
cureall,power
curious,power
curiously,power
curse,power
cursed,power
curses,power
cursory,weakness
curt,weakness
cuss,power
cut,weakness
cute,power
cutthroat,power
cynical,power
cynicism,power
damage,weakness
damaging,weakness
damn,power
damnable,power
damnably,power
damnation,power
damned,power
damning,power
dance,weakness
dander,anger
danger,weakness
dangerous,weakness
dangerousness,power
dangle,power
dare,power
daring,power
daringly,power
dark,sadness
dark,weakness
darken,weakness
darkness,weakness
darling,power
darn,power
dash,fear
dash,weakness
dashing,power
dastard,power
dastardly,power
daunt,fear
daunt,power
daunting,power
dauntingly,power
dauntless,power
dawdle,power
dawn,weakness
daydream,power
daydreamer,power
daze,surprise
daze,power
dazed,surprise
dazed,power
dazzle,power
dazzled,power
dazzling,power
dead,weakness
deadbeat,power
deadlock,power
deadly,weakness
deadweight,power
deaf,weakness
deal,weakness
dear,power
dearth,power
death,weakness
debacle,power
debase,power
debasement,power
debaser,power
debatable,power
debate,power
debauch,power
debaucher,power
debauchery,power
debilitate,weakness
debilitating,weakness
debility,weakness
decadence,power
decadent,power
decay,power
decayed,power
deceit,power
deceitful,power
deceitfully,power
deceitfulness,power
deceive,power
deceiver,power
deceivers,power
deceiving,power
decency,weakness
decent,weakness
deception,power
deceptive,power
deceptively,power
decisive,weakness
decisiveness,weakness
declaim,power
decline,weakness
declining,weakness
decrease,weakness
decreasing,weakness
decrement,weakness
decrepit,power
decrepitude,power
decry,power
dedicated,power
deep,weakness
deepening,power
defamation,power
defamations,power
defamatory,power
defame,power
defeat,weakness
defect,weakness
defective,power
defend,weakness
defender,power
defense,weakness
defensive,weakness
deference,power
defiance,power
defiant,power
defiantly,power
deficiency,weakness
deficient,weakness
defile,power
defiler,power
definite,weakness
definitely,weakness
definitive,weakness
definitively,power
deflationary,weakness
deform,weakness
deformed,weakness
defrauding,power
deft,power
defunct,power
defy,power
degenerate,power
degenerately,power
degeneration,power
degradation,power
degrade,power
degrading,power
degradingly,power
dehumanization,power
dehumanize,power
deign,power
deject,sadness
deject,power
dejected,power
dejectedly,power
dejection,power
delectable,power
delicacy,weakness
delicate,weakness
delicious,power
delight,happiness
delight,power
delighted,happiness
delighted,power
delightful,power
delightfully,power
delightfulness,power
delinquency,weakness
delinquent,weakness
delirious,power
delirium,power
delude,power
deluded,power
deluge,weakness
delusion,power
delusional,power
delusions,power
demand,weakness
demand,power
demands,weakness
demean,power
demeaning,power
demise,power
democratic,weakness
demolish,weakness
demolisher,weakness
demon,power
demonic,power
demonize,power
demor,sadness
demoralis,sadness
demoralising,sadness
demoralization,sadness
demoralize,sadness
demoralize,power
demoralized,sadness
demoralizing,sadness
demoralizing,power
demoralizingly,power
demystify,power
denial,power
denigrate,power
denounce,power
denunciate,power
denunciation,power
denunciations,power
deny,power
dependable,weakness
deplete,weakness
deplor,sadness
deplorable,sadness
deplorable,power
deplorably,sadness
deplorably,power
deplore,power
deploring,power
deploringly,power
deprave,power
depraved,power
depravedly,power
deprecate,power
depress,sadness
depress,weakness
depressed,sadness
depressed,power
depressing,sadness
depressing,power
depressingly,power
depression,sadness
depression,weakness
depressive,sadness
deprive,power
deprived,power
deride,power
derision,power
derisive,power
derisively,power
derisiveness,power
derogatory,power
desecrate,power
desert,power
desertion,power
deserve,power
deserved,power
deservedly,power
deserving,power
desiccate,power
desiccated,power
desirable,power
desire,power
desirous,power
desol,sadness
desolate,sadness
desolate,power
desolately,power
desolation,sadness
desolation,power
despair,sadness
despair,power
despairing,power
despairingly,sadness
despairingly,power
desperate,power
desperately,power
desperation,power
despicable,power
despicably,power
despis,anger
despisal,anger
despise,anger
despise,power
despised,power
despising,anger
despit,anger
despite,power
despiteful,anger
despoil,power
despoiler,power
despond,sadness
despondence,sadness
despondence,power
despondency,sadness
despondency,power
despondent,sadness
despondent,power
despondently,sadness
despondently,power
despot,power
despotic,power
despotism,power
destabilisation,power
destine,weakness
destined,weakness
destinies,power
destiny,power
destitute,power
destitution,power
destroy,weakness
destroyer,power
destruction,weakness
destructive,power
desultory,power
deter,weakness
deteriorate,weakness
deteriorating,weakness
deterioration,weakness
determination,power
deterrent,weakness
detest,anger
detest,disgust
detest,power
detestable,disgust
detestable,power
detestably,disgust
detestably,power
detestation,anger
detract,weakness
detraction,weakness
detriment,power
detrimental,power
devastate,power
devastated,power
devastating,power
devastatingly,power
devastation,weakness
deviate,weakness
deviation,weakness
devil,anger
devil,power
devilish,power
devilishly,power
devilment,power
devilry,power
devious,power
deviously,power
deviousness,power
devoid,power
devot,happiness
devote,power
devoted,happiness
devoted,power
devotedness,happiness
devotee,power
devotion,happiness
devotion,power
devout,weakness
dexterity,weakness
dexterous,power
dexterously,power
dextrous,power
diabolic,power
diabolical,power
diabolically,power
diametrically,power
diatribe,power
diatribes,power
dictator,weakness
dictatorial,weakness
differ,weakness
difficult,weakness
difficulties,weakness
difficulty,power
diffid,fear
diffidence,fear
diffidence,power
diffident,fear
diffidently,fear
dig,weakness
dig,weakness
dignified,power
dignify,weakness
dignity,power
digress,power
dilapidated,power
dilemma,weakness
diligence,weakness
diligent,weakness
diligently,weakness
dillydally,power
dim,power
dim,weakness
diminish,weakness
diminishing,weakness
din,weakness
dingi,sadness
dingy,sadness
dinky,weakness
diplomatic,weakness
dire,fear
dire,power
direful,fear
direly,power
direness,power
dirt,weakness
dirty,weakness
disable,weakness
disabled,weakness
disaccord,power
disadvantage,power
disadvantaged,weakness
disadvantageous,power
disaffect,power
disaffected,power
disaffirm,power
disagree,power
disagreeable,power
disagreeably,power
disagreement,power
disallow,power
disappoint,power
disappointed,power
disappointing,power
disappointingly,power
disappointment,power
disapprobation,power
disapproval,power
disapprove,power
disapproving,power
disarm,weakness
disarray,power
disaster,power
disastrous,power
disastrously,power
disavow,power
disavowal,power
disbelief,power
disbelieve,power
disbeliever,power
discerning,power
disclaim,power
discombobulate,power
discomfit,power
discomfititure,power
discomfort,weakness
discompose,weakness
disconcert,power
disconcerted,power
disconcerting,power
disconcertingly,power
disconsol,sadness
disconsolate,sadness
disconsolate,power
disconsolately,power
disconsolateness,sadness
disconsolation,power
discontent,power
discontented,power
discontentedly,power
discontinuity,power
discord,power
discordance,power
discordant,power
discountenance,power
discourag,anger
discourag,sadness
discourage,power
discouraged,anger
discouraged,sadness
discouragement,power
discouraging,power
discouragingly,power
discourteous,power
discourteously,power
discredit,power
discreet,weakness
discrepant,weakness
discretion,weakness
discriminate,weakness
discriminating,weakness
discriminatingly,weakness
discrimination,weakness
discriminatory,power
disdain,anger
disdain,power
disdainful,power
disdainfully,power
disease,weakness
diseased,weakness
disfavor,power
disgrace,power
disgraced,power
disgraceful,power
disgracefully,power
disgruntle,power
disgruntled,power
disgust,disgust
disgust,power
disgusted,disgust
disgusted,power
disgustedly,disgust
